0,1,0,-1.280248037,1,0,0,2,0,0,0,0,0,1,2,-1.161693935,-0.994194088,0
0,0,0,0.064302685,0,0,2,0,2,0,0,0,1,0,3,-0.26087792,-0.173739818,0
0,0,0,-1.239504076,0,0,2,2,0,0,0,0,0,1,3,-0.363923294,-0.959649109,1
0,0,0,0.512486259,1,0,2,0,2,2,0,0,1,0,0,-0.747850415,-0.195247707,0
0,0,0,-1.239504076,0,1,0,0,0,0,0,0,0,1,2,0.196178176,-0.940457454,1
0,0,0,-0.995040308,2,1,0,0,2,0,2,2,0,1,2,1.158489012,-0.645369218,1
0,0,1,-0.42462485,2,1,0,2,0,0,2,0,0,1,1,0.807802334,-0.147312689,0
0,0,0,-0.913552385,1,0,2,0,0,0,0,0,0,0,3,-1.16501798,-0.874169038,0
0,1,0,-0.180161082,2,1,0,0,2,2,2,2,0,1,2,1.329677295,0.336515545,1
0,0,1,1.205133601,0,0,2,2,0,0,0,0,1,0,0,-0.287470275,0.531476285,0
0,1,1,-0.791320502,0,0,2,0,0,0,0,0,0,1,3,-0.493561024,-0.748187957,0
0,0,0,-0.669088618,0,2,1,1,1,1,1,1,2,0,1,-1.524014768,-0.86318347,0
0,1,0,1.042157756,2,1,0,0,2,0,2,2,1,0,1,1.181757322,1.499066574,0
0,0,0,0.675462104,2,1,0,2,2,0,2,2,0,1,0,1.293112808,1.214588897,1
0,0,0,-0.302392966,0,1,2,0,2,2,2,2,0,1,2,1.352945606,0.177688057,0
0,1,1,1.49034133,2,1,2,2,2,2,2,2,2,0,1,1.610559042,2.475877682,0
0,0,0,0.797693988,0,2,1,1,1,1,1,1,1,0,3,-1.467506014,-0.556050816,0
0,0,1,1.571829252,2,1,2,0,2,0,2,2,2,0,0,1.392834138,2.249592631,0
0,1,1,-0.913552385,0,0,0,0,2,2,0,0,0,0,1,-0.319048696,-0.774262136,1
0,0,0,-0.465368811,0,1,0,2,2,0,0,2,0,1,2,0.839380756,-0.185475405,0
1,0,0,-1.280248037,1,0,0,0,2,0,0,2,0,1,2,-0.83593759,-0.989870451,1
0,1,0,-0.832064463,0,2,1,1,1,1,1,1,1,0,0,-1.495760391,-0.918133369,0
0,0,0,-1.280248037,0,2,1,1,1,1,1,1,0,0,3,-1.484126236,-0.998473606,1
0,1,0,1.042157756,2,0,0,2,0,2,0,0,2,1,1,-0.162818612,0.53904265,0
0,1,1,0.675462104,0,0,2,2,0,2,0,0,0,0,1,-0.172790745,0.303095594,0
0,0,0,-0.09867316,0,0,2,2,0,0,0,0,0,1,0,-0.315724651,-0.332081999,0
0,1,1,0.593974182,2,1,0,2,0,0,2,2,0,1,2,1.148516879,1.087901916,1
0,1,1,-1.280248037,1,0,0,2,0,0,0,0,0,0,2,-1.15005978,-0.994039672,1
0,1,0,1.612573214,2,0,2,2,2,2,2,2,2,1,1,0.846028844,1.802757966,0
0,0,1,-0.628344657,0,0,0,0,0,0,2,2,0,1,3,-0.003264484,-0.525101515,1
1,1,0,1.571829252,2,1,2,2,2,2,0,0,2,1,1,1.048795549,1.978129983,0
1,1,0,-1.239504076,0,1,0,0,2,0,2,2,0,1,1,1.020541172,-0.927221831,0
0,1,1,-0.220905044,0,0,2,2,2,2,0,0,1,0,3,0.044934159,-0.18037969,0
0,0,0,-1.280248037,0,2,1,1,1,1,1,1,0,0,0,-1.482464214,-0.998451547,0
1,0,0,-1.280248037,0,0,0,0,0,0,0,0,0,0,0,-0.649791107,-0.987399801,0
0,1,1,1.612573214,2,1,2,2,0,2,2,0,2,0,0,1.166799123,2.191995607,0
0,0,0,-1.117272192,0,1,0,0,0,0,0,0,0,1,2,0.162937733,-0.867551226,1
0,0,0,0.553230221,0,1,0,0,2,0,0,0,0,1,1,0.332463994,0.558101949,0
0,0,0,0.064302685,2,1,0,2,2,0,2,2,0,1,2,1.381199983,0.558521077,1
0,0,0,-0.872808424,2,1,0,0,2,0,2,2,0,1,0,1.098656214,-0.51967491,1
0,1,1,-0.913552385,0,0,0,2,0,0,0,0,1,0,3,-0.506857201,-0.797490656,0
0,1,1,1.531085291,2,0,2,2,0,0,2,0,2,1,1,0.146317511,1.142256212,0
0,1,1,-0.628344657,0,2,1,1,1,1,1,1,1,0,3,-1.46418197,-0.822836876,0
0,0,0,1.245877562,2,0,2,2,2,2,2,0,2,1,1,0.500328233,1.137447269,0
0,1,0,-0.791320502,2,0,2,2,0,2,2,0,0,1,2,0.379000615,-0.574360096,0
0,0,0,0.675462104,2,1,0,0,0,0,0,2,0,1,2,0.654896295,0.716223536,0
0,0,0,-1.239504076,0,0,0,2,0,0,0,0,0,0,3,-0.516829334,-0.964568349,0
0,0,0,-1.239504076,0,1,0,0,0,0,2,0,0,1,2,0.526920588,-0.94376636,1
0,0,0,0.797693988,2,0,2,0,0,2,2,2,2,1,1,0.497004189,0.853476957,0
0,1,1,1.49034133,2,0,2,0,2,2,0,0,2,1,1,-0.021546728,0.869492062,0
1,0,0,0.430998337,2,1,0,2,0,0,2,0,0,1,2,0.846028844,0.686244848,0
0,0,0,-0.709832579,0,1,2,2,0,0,2,2,0,1,1,1.140206768,-0.378053733,1
1,1,0,-0.302392966,2,0,2,0,0,2,2,0,0,1,1,0.156289644,-0.234116323,0
1,1,0,-0.995040308,2,1,0,2,0,0,0,0,0,1,1,0.526920588,-0.727959512,1
1,1,1,1.123645678,0,0,2,2,2,2,0,2,1,1,1,0.334126016,0.958722227,0
1,0,0,-0.587600695,2,1,0,0,0,0,2,2,0,1,2,1.01887915,-0.234160442,1
0,1,1,1.245877562,2,1,2,0,0,0,2,2,1,1,1,1.158489012,1.777058796,0
1,1,1,1.368109446,2,1,0,2,2,2,2,2,1,1,2,1.451004914,2.114633385,0
0,1,1,0.064302685,2,2,1,1,1,1,1,1,2,0,1,-1.324572108,-0.612809584,0
0,0,0,1.612573214,2,1,0,0,2,2,2,2,2,1,1,1.419426492,2.457590461,0
0,1,0,0.593974182,2,1,0,0,2,0,2,2,0,1,2,1.186743389,1.069349983,0
0,0,0,1.123645678,2,1,0,2,0,0,2,0,0,1,0,0.834394689,1.397416982,0
0,1,0,1.612573214,1,0,2,2,2,0,0,0,2,0,0,-0.754498504,0.299433738,0
0,1,1,-0.587600695,0,0,0,0,2,2,0,0,1,1,1,-0.345641051,-0.585103011,0
0,0,0,-0.954296347,2,1,0,0,0,0,2,2,0,0,2,0.983976684,-0.629155579,1
0,0,0,-1.198760114,0,0,0,2,0,2,2,2,0,1,2,0.349084216,-0.899669673,0
0,1,0,0.593974182,2,1,0,2,0,0,0,0,1,1,2,0.468749812,0.60312513,0
0,0,0,-0.057929199,0,0,0,2,2,2,2,2,2,0,3,0.478721945,0.094369804,0
0,1,1,0.716206066,0,2,1,1,1,1,1,1,2,0,0,-1.484126236,-0.596662122,0
0,0,0,-0.913552385,0,1,2,0,2,0,0,0,0,1,3,0.500328233,-0.615875836,0
0,0,0,-1.280248037,0,0,0,0,0,2,0,0,0,0,3,-0.523477423,-0.985723288,0
0,1,1,0.797693988,0,2,1,1,1,1,1,1,1,1,2,-1.475816125,-0.526182425,0
1,1,1,1.286621523,2,1,2,0,2,2,2,2,2,1,0,1.55571231,2.124626281,0
0,1,1,1.205133601,2,2,1,1,1,1,1,1,2,1,0,-1.347840418,-0.378847871,0
0,0,1,-1.198760114,0,0,2,0,0,2,0,2,0,1,0,-0.009912572,-0.929096877,0
1,0,0,0.960669833,2,1,2,2,2,0,2,2,1,0,2,1.519147823,1.701306908,0
0,0,0,0.553230221,0,0,0,0,0,0,0,2,1,0,1,-0.304090496,0.178923382,0
0,1,1,-0.995040308,0,0,2,2,0,0,0,0,0,0,3,-0.33733094,-0.794600879,0
1,0,0,-0.09867316,0,0,2,2,0,0,2,2,0,1,2,0.330801972,-0.075884438,0
0,1,1,0.512486259,2,2,1,1,1,1,1,1,1,1,1,-1.292993687,-0.470614864,0
0,0,1,-1.280248037,0,1,0,0,0,0,2,0,0,1,2,0.483708012,-0.972355308,1
0,1,1,-0.872808424,1,0,2,0,0,0,2,2,0,0,2,-0.473616757,-0.7579382,0
0,1,0,-1.035784269,0,1,0,0,2,0,0,0,0,1,0,0.344098149,-0.788137482,1
0,0,0,0.390254375,0,1,0,2,2,2,2,2,0,1,0,1.296436852,0.901875222,0
0,1,0,0.675462104,0,2,1,1,1,1,1,1,2,1,0,-1.484126236,-0.577933714,0
0,0,0,-0.954296347,2,1,0,2,0,0,2,2,0,1,1,1.146854857,-0.60202255,0
0,1,0,0.105046646,0,0,2,0,0,0,2,0,1,1,0,-0.088027614,-0.029934764,0
0,1,1,0.634718143,0,2,1,1,1,1,1,1,2,0,0,-1.467506014,-0.541028383,0
0,1,1,0.553230221,0,2,1,1,1,1,1,1,2,1,3,-1.490774325,-0.598338635,0
0,1,0,-0.139417121,1,0,0,0,0,0,2,0,0,0,3,-1.032056206,-0.562095084,0
